,Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
7366,H8836,2015,0.084931507,0,Painted,Not Fenced,Has garden,urban area,2925,4,0,   ,6083,0.0
7367,H8837,2012,1.0,0,Not Painted,Fenced,no garden,rural area,5500,4,1994,7,6083,0.0
7551,H8838,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,697,4,1980,   ,6104,0.0
7368,H8839,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,8163,4,1988,   ,6083,0.0
7369,H8840,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,650,4,0,   ,6083,0.0
7370,H8841,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,650,4,0,   ,6083,0.0
7371,H8842,2015,1.0,0,Painted,Not Fenced,Has garden,urban area,650,4,0,   ,6083,0.0
7372,H8843,2016,0.193989071,0,Painted,Not Fenced,Has garden,urban area,650,4,0,   ,6083,0.0
7582,H8844,2013,1.0,0,Not Painted,Fenced,no garden,rural area,730,4,1960,6,6150,0.0
7583,H8845,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,730,4,1960,6,6150,0.0
7373,H8848,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,2130,4,1975,7,6083,0.0
7374,H8849,2015,1.0,0,Not Painted,Fenced,no garden,rural area,2860,4,1990,6,6083,0.0
9113,H885,2013,0.665753425,0,Not Painted,Not Fenced,Has garden,urban area,350,2,0,   ,66136,0.0
7375,H8850,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,4880,4,0,   ,6083,0.0
7376,H8851,2014,0.246575342,0,Painted,Not Fenced,Has garden,urban area,4880,4,0,   ,6083,0.0
7552,H8852,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,5200,4,0,   ,6104,0.0
7377,H8854,2012,1.0,0,Not Painted,Fenced,no garden,rural area,1100,4,2001,5,6083,0.0
7243,H8855,2012,1.0,0,Not Painted,Fenced,no garden,rural area,413,4,2001,3,6012,0.0
7378,H8857,2015,1.0,0,Painted,Not Fenced,Has garden,urban area,916,4,1960,   ,6083,0.0
7379,H8859,2014,0.747945205,0,Not Painted,Not Fenced,Has garden,urban area,10600,4,1980,   ,6083,0.0
7553,H8860,2013,1.0,0,Not Painted,Fenced,no garden,rural area,11200,4,1995,7,6104,0.0
7380,H8862,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,677,4,1910,6,6083,0.0
7381,H8863,2015,0.536986301,0,Not Painted,Fenced,no garden,rural area,150,4,1960,1,6083,0.0
7382,H8864,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,350,4,0,   ,6083,0.0
7383,H8866,2016,0.928961749,0,Not Painted,Fenced,no garden,rural area,495,4,1960,5,6083,0.0
7384,H8868,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,483,4,0,   ,6083,0.0
7385,H8871,2014,0.536986301,0,Not Painted,Fenced,no garden,rural area,450,4,1970,2,6083,0.0
7386,H8872,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,1250,4,0,   ,6083,0.0
7387,H8873,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,1250,4,0,   ,6083,0.0
7388,H8874,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,400,4,0,   ,6083,0.0
7389,H8875,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,1000,4,0,   ,6083,0.0
7244,H8877,2014,1.0,0,Not Painted,Fenced,no garden,rural area,8000,4,1975,10,6012,0.0
7390,H8879,2013,1.0,0,Not Painted,Fenced,no garden,rural area,1300,4,1970,5,6083,0.0
8189,H888,2012,1.0,1,Not Painted,Not Fenced,Has garden,urban area,200,2,0,   ,25056,0.0
7391,H8880,2013,0.868493151,0,Not Painted,Fenced,no garden,rural area,3146,4,1970,7,6083,0.0
7392,H8881,2013,0.915068493,0,Painted,Not Fenced,Has garden,urban area,910,4,0,   ,6083,0.0
7393,H8882,2014,0.016438356,0,Painted,Not Fenced,Has garden,urban area,6551,4,1988,   ,6083,0.0
7394,H8883,2013,1.0,0,Not Painted,Fenced,no garden,rural area,750,4,1910,6,6083,0.0
7395,H8884,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,530,4,1960,   ,6083,0.0
7396,H8885,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,530,4,1960,   ,6083,0.0
7397,H8886,2013,1.0,0,Not Painted,Fenced,no garden,rural area,642,4,1920,3,6083,0.0
7584,H8887,2015,1.0,0,Painted,Not Fenced,Has garden,urban area,300,4,0,   ,6150,0.0
7398,H8889,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,2659,4,1980,   ,6083,0.0
8190,H889,2013,1.0,1,Not Painted,Not Fenced,Has garden,urban area,200,2,0,   ,25056,0.0
7399,H8890,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,2659,4,1980,   ,6083,0.0
7400,H8891,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,2659,4,1980,   ,6083,0.0
7401,H8892,2016,0.745901639,0,Painted,Not Fenced,Has garden,urban area,2400,4,1980,   ,6083,0.0
7402,H8893,2016,0.770491803,0,Not Painted,Fenced,no garden,rural area,1497,4,1975,7,6083,0.0
7403,H8895,2015,1.0,0,Not Painted,Fenced,no garden,rural area,2950,4,1970,7,6083,0.0
7404,H8896,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,6768,4,1988,   ,6083,0.0
7405,H8897,2013,0.750684932,0,Painted,Not Fenced,Has garden,urban area,6768,4,1988,   ,6083,0.0
7406,H8898,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,1274,4,1980,   ,6083,0.0
7407,H8899,2013,1.0,0,Not Painted,Fenced,no garden,rural area,370,4,1940,2,6083,0.0
8228,H89,2012,0.653005464,0,Not Painted,Not Fenced,Has garden,urban area,700,2,1980,   ,26362,0.0
9056,H890,2012,1.0,0,Not Painted,Fenced,no garden,rural area,880,2,1903,4,64102,0.0
7408,H8900,2016,1.0,0,Painted,Not Fenced,Has garden,urban area,280,4,0,   ,6083,0.0
7409,H8901,2012,1.0,0,Not Painted,Fenced,no garden,rural area,3138,4,1970,8,6083,0.0
7410,H8902,2013,1.0,0,Not Painted,Fenced,no garden,rural area,3138,4,1970,8,6083,0.0
7411,H8903,2014,1.0,0,Not Painted,Fenced,no garden,rural area,3138,4,1970,8,6083,0.0
7412,H8904,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1470,4,1960,   ,6083,0.0
7554,H8908,2013,1.0,0,Not Painted,Fenced,no garden,rural area,2500,4,1975,6,6104,0.0
7555,H8910,2016,1.0,0,Not Painted,Fenced,no garden,rural area,2500,4,1975,6,6104,0.0
7413,H8911,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,5200,4,1960,   ,6083,0.0
7414,H8912,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,2445,4,0,   ,6083,0.0
7415,H8913,2015,0.534246575,0,Painted,Not Fenced,Has garden,urban area,1620,4,0,   ,6083,0.0
7416,H8914,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,789,4,0,   ,6083,0.0
7417,H8916,2012,1.0,0,Not Painted,Fenced,no garden,rural area,900,4,1960,6,6083,0.0
7418,H8918,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,894,4,1980,   ,6083,0.0
7419,H8920,2016,0.99726776,0,Painted,Not Fenced,Has garden,urban area,702,4,1980,   ,6083,0.0
7420,H8921,2015,1.0,0,Not Painted,Fenced,no garden,rural area,400,4,1965,4,6083,0.0
7556,H8923,2016,1.0,0,Not Painted,Fenced,no garden,rural area,1203,4,2002,3,6104,0.0
7421,H8925,2015,1.0,0,Painted,Not Fenced,Has garden,urban area,1455,4,0,   ,6083,0.0
7422,H8926,2016,0.99726776,0,Painted,Not Fenced,Has garden,urban area,1455,4,0,   ,6083,0.0
7423,H8927,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,2460,4,0,   ,6083,0.0
7424,H8928,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,13028,4,0,   ,6083,0.0
7425,H8930,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,8278,4,0,   ,6083,0.0
7557,H8931,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,990,4,0,   ,6104,0.0
7558,H8932,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,990,4,0,   ,6104,0.0
7426,H8935,2015,1.0,0,Not Painted,Fenced,no garden,rural area,1800,4,1920,4,6083,0.0
7427,H8936,2013,1.0,0,Not Painted,Fenced,no garden,rural area,568,4,1950,4,6083,0.0
7428,H8937,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,8360,4,0,   ,6083,0.0
7429,H8938,2013,0.098630137,0,Not Painted,Not Fenced,Has garden,urban area,8360,4,0,   ,6083,0.0
7430,H8939,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,12871,4,1980,   ,6083,0.0
7431,H8940,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,12871,4,1980,   ,6083,0.0
7432,H8942,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,520,4,1980,   ,6083,0.0
7433,H8946,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,2922,4,1995,7,6083,0.0
7434,H8947,2015,1.0,0,Not Painted,Fenced,no garden,rural area,340,4,1960,3,6083,0.0
7678,H8949,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1003,1,1960,   ,13004,0.0
9233,H8950,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,560,1,1960,   ,73105,0.0
9234,H8951,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,560,1,1960,   ,73105,0.0
8524,H8952,2012,1.0,0,Not Painted,Fenced,no garden,rural area,2752,2,1983,5,38412,0.0
8476,H8953,2013,0.482191781,0,Painted,Not Fenced,Has garden,urban area,840,2,0,   ,38053,0.0
7166,H8962,2015,0.98630137,0,Painted,Not Fenced,Has garden,urban area,31,2,0,   ,4070,0.0
8333,H8965,2012,0.74863388,0,Not Painted,Not Fenced,Has garden,urban area,1200,2,1960,   ,31555,0.0
8334,H8966,2016,1.0,0,Not Painted,Not Fenced,Has garden,urban area,286,2,1960,   ,31555,0.0
8726,H8969,2014,0.676712329,0,Painted,Not Fenced,Has garden,urban area,480,1,0,   ,54549,0.0
8701,H8970,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,2650,1,0,   ,54280,0.0
8702,H8972,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,2250,1,0,   ,54280,0.0
8703,H8974,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,7385,1,1960,   ,54280,0.0
8742,H8975,2013,0.054794521,0,Painted,Not Fenced,Has garden,urban area,384,2,0,   ,57021,0.0
8658,H8984,2012,0.0,0,Painted,Not Fenced,Has garden,urban area,61,1,0,   ,44190,0.0
8657,H8985,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,80,2,1960,   ,44109,0.0
9937,H8987,2013,1.0,0,Not Painted,Fenced,no garden,rural area,180,3,1900,2,92036,0.0
9938,H8988,2014,1.0,0,Not Painted,Fenced,no garden,rural area,180,3,1900,2,92036,0.0
10072,H8990,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,450,2,0,   ,95394,0.0
8279,H8992,2012,1.0,0,Not Painted,Fenced,no garden,rural area,1380,2,2003,4,30189,0.0
9554,H8993,2014,1.0,0,Not Painted,Fenced,no garden,rural area,4894,2,1965,7,78358,0.0
9555,H8994,2015,1.0,0,Not Painted,Fenced,no garden,rural area,4894,2,1965,7,78358,0.0
9476,H8995,2015,1.0,0,Not Painted,Fenced,no garden,rural area,1920,4,1900,7,75118,0.0
9446,H8998,2012,0.75136612,0,Not Painted,Fenced,no garden,rural area,3500,4,1900,7,75115,0.0
9464,H8999,2013,1.0,0,Not Painted,Fenced,no garden,rural area,850,4,1920,4,75117,0.0
7680,H90,2015,1.0,0,Painted,Not Fenced,Has garden,urban area,4685,1,1980,   ,13005,0.0
9831,H900,2015,0.997260274,0,Not Painted,Not Fenced,Has garden,urban area,716,1,1980,   ,86194,0.0
9465,H9000,2015,1.0,0,Not Painted,Fenced,no garden,rural area,850,4,1920,4,75117,0.0
9495,H9001,2013,1.0,0,Not Painted,Fenced,no garden,rural area,2578,4,1960,8,75120,0.0
9952,H9003,2013,1.0,0,Not Painted,Fenced,no garden,rural area,1734,3,1890,7,92051,0.0
9363,H9005,2014,1.0,0,Not Painted,Fenced,no garden,rural area,6790,4,1975,7,75106,0.0
9364,H9006,2015,1.0,0,Not Painted,Fenced,no garden,rural area,6790,4,1975,7,75106,0.0
9365,H9007,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,6790,4,1975,7,75106,0.0
9366,H9008,2014,1.0,0,Not Painted,Fenced,no garden,rural area,2973,4,1850,6,75106,0.0
9919,H9009,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,220,3,1980,   ,92007,0.0
9406,H901,2012,0.163934426,1,Not Painted,Not Fenced,Has garden,urban area,450,4,0,   ,75113,0.0
9571,H9012,2013,0.328767123,0,Not Painted,Fenced,no garden,rural area,2668,2,1990,8,78551,0.0
9910,H9013,2014,0.997260274,0,Not Painted,Fenced,no garden,rural area,850,1,1980,4,91687,0.0
9911,H9014,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,850,1,1980,4,91687,0.0
10016,H9017,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,360,3,0,   ,94002,0.0
9407,H902,2013,0.838356164,1,Not Painted,Not Fenced,Has garden,urban area,450,4,0,   ,75113,0.0
9428,H9020,2014,0.493150685,0,Not Painted,Not Fenced,Has garden,urban area,1300,4,0,   ,75114,0.0
10228,H9021,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,0,2,1950,   ,,0.0
10041,H9024,2015,1.0,0,Painted,Not Fenced,Has garden,urban area,1000,3,0,   ,94068,0.0
7681,H9027,2013,1.0,0,Not Painted,Fenced,no garden,rural area,700,1,2005,3,13019,0.0
7169,H9029,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,1200,2,0,   ,4205,0.0
9408,H903,2015,1.0,1,Not Painted,Not Fenced,Has garden,urban area,450,4,0,   ,75113,0.0
7692,H9035,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,9999,1,1980,   ,13047,0.0
8109,H9037,2016,1.0,0,Not Painted,Not Fenced,Has garden,urban area,631,1,0,   ,13957,0.0
8950,H9039,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,450,2,0,   ,62498,0.0
9767,H9049,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,40,2,0,   ,83923,0.0
9543,H9050,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,250,2,0,   ,77491,0.0
9544,H9051,2015,0.446575342,0,Painted,Not Fenced,Has garden,urban area,250,2,0,   ,77491,0.0
9534,H9052,2012,1.0,0,Not Painted,Fenced,no garden,rural area,340,2,1930,2,77186,0.0
9535,H9053,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,300,2,1988,   ,77288,0.0
9536,H9054,2014,1.0,0,Not Painted,Fenced,no garden,rural area,580,2,1960,3,77296,0.0
8034,H9057,2012,1.0,0,Not Painted,Fenced,no garden,rural area,250,2,1910,3,13208,0.0
8035,H9058,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,250,2,1910,3,13208,0.0
8081,H9063,2014,1.0,0,Not Painted,Fenced,no garden,rural area,690,2,1960,2,13212,0.0
9909,H9066,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,190,1,0,   ,91600,0.0
9908,H9067,2013,0.504109589,0,Not Painted,Not Fenced,Has garden,urban area,400,1,1960,   ,91589,0.0
8841,H9069,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,350,3,1980,   ,59350,0.0
9832,H907,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,150,1,1980,   ,86194,0.0
8842,H9075,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,250,3,0,   ,59350,0.0
8843,H9076,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,385,3,0,   ,59350,0.0
8844,H9079,2013,0.591780822,1,Painted,Not Fenced,Has garden,urban area,405,3,0,   ,59350,0.0
8788,H9082,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,450,2,0,   ,59043,0.0
8845,H9083,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,450,3,0,   ,59350,0.0
8846,H9084,2013,0.832876712,1,Painted,Not Fenced,Has garden,urban area,350,3,0,   ,59350,0.0
8847,H9085,2013,1.0,1,Painted,Not Fenced,Has garden,urban area,520,3,0,   ,59350,0.0
8848,H9086,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,500,3,0,   ,59350,0.0
8871,H9087,2014,0.915068493,1,Painted,Not Fenced,Has garden,urban area,1500,3,0,   ,59368,0.0
8849,H9089,2014,0.915068493,1,Painted,Not Fenced,Has garden,urban area,400,3,0,   ,59350,0.0
8872,H9090,2014,0.915068493,1,Painted,Not Fenced,Has garden,urban area,800,3,0,   ,59368,0.0
8799,H9092,2013,0.326027397,1,Painted,Not Fenced,Has garden,urban area,750,2,0,   ,59295,0.0
8850,H9093,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,250,3,0,   ,59350,0.0
8851,H9094,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,700,3,0,   ,59350,0.0
8852,H9096,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,350,3,0,   ,59350,0.0
8853,H9098,2013,0.326027397,1,Painted,Not Fenced,Has garden,urban area,400,3,0,   ,59350,0.0
8854,H9099,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,450,3,0,   ,59350,0.0
8855,H9100,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,250,3,0,   ,59350,0.0
8856,H9101,2013,1.0,1,Painted,Not Fenced,Has garden,urban area,570,3,0,   ,59350,0.0
8857,H9102,2016,0.99726776,1,Painted,Not Fenced,Has garden,urban area,570,3,0,   ,59350,0.0
8858,H9103,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,4500,3,0,   ,59350,0.0
8891,H9104,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,1200,3,0,   ,59599,0.0
8859,H9105,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,450,3,0,   ,59350,0.0
8860,H9106,2013,0.326027397,1,Painted,Not Fenced,Has garden,urban area,200,3,0,   ,59350,0.0
8861,H9108,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,350,3,0,   ,59350,0.0
8862,H9109,2013,0.246575342,1,Painted,Not Fenced,Has garden,urban area,395,3,0,   ,59350,0.0
8863,H9110,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,700,3,0,   ,59350,0.0
8864,H9111,2013,0.41369863,1,Painted,Not Fenced,Has garden,urban area,300,3,0,   ,59350,0.0
8865,H9114,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,400,3,0,   ,59350,0.0
8873,H9119,2013,1.0,0,Not Painted,Fenced,no garden,rural area,602,3,1960,4,59368,0.0
9286,H912,2015,1.0,0,Not Painted,Fenced,no garden,rural area,1250,1,1981,4,74058,0.0
8874,H9120,2016,1.0,0,Not Painted,Fenced,no garden,rural area,602,3,1960,4,59368,0.0
8479,H9130,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,900,2,0,   ,38138,0.0
8480,H9136,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1500,2,1988,   ,38138,0.0
9844,H914,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,900,1,1980,   ,87085,0.0
7511,H9140,2012,1.0,1,Not Painted,Not Fenced,Has garden,urban area,320,4,1980,   ,6088,0.0
7512,H9141,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,432,4,0,   ,6088,0.0
7513,H9142,2014,1.0,1,Not Painted,Not Fenced,Has garden,urban area,432,4,0,   ,6088,0.0
7514,H9143,2015,1.0,1,Not Painted,Not Fenced,Has garden,urban area,432,4,0,   ,6088,0.0
7515,H9145,2013,1.0,1,Painted,Not Fenced,Has garden,urban area,250,4,0,   ,6088,0.0
7516,H9147,2013,1.0,1,Painted,Not Fenced,Has garden,urban area,4990,4,0,   ,6088,0.0
7517,H9148,2015,1.0,1,Painted,Not Fenced,Has garden,urban area,4990,4,0,   ,6088,0.0
7518,H9149,2013,1.0,1,Painted,Not Fenced,Has garden,urban area,300,4,0,   ,6088,0.0
7519,H9151,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,394,4,0,   ,6088,0.0
7520,H9152,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,450,4,0,   ,6088,0.0
7521,H9153,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,950,4,0,   ,6088,0.0
7522,H9154,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,630,4,0,   ,6088,0.0
7523,H9155,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,910,4,0,   ,6088,0.0
7296,H9159,2015,1.0,1,Painted,Not Fenced,Has garden,urban area,450,4,0,   ,6029,0.0
7297,H9160,2014,1.0,1,Painted,Not Fenced,Has garden,urban area,460,4,0,   ,6029,0.0
7298,H9161,2015,1.0,1,Painted,Not Fenced,Has garden,urban area,460,4,0,   ,6029,0.0
9945,H9162,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,1179,3,0,   ,92048,0.0
8008,H9167,2013,1.0,1,Painted,Not Fenced,Has garden,urban area,450,2,0,   ,13207,0.0
8009,H9168,2014,1.0,1,Painted,Not Fenced,Has garden,urban area,450,2,0,   ,13207,0.0
7837,H9169,2013,0.55890411,1,Painted,Not Fenced,Has garden,urban area,350,2,1960,   ,13204,0.0
7758,H9170,2016,0.994535519,1,Not Painted,Fenced,no garden,rural area,1350,2,1940,4,13201,0.0
9845,H9178,2012,0.581967213,1,Painted,Not Fenced,Has garden,urban area,1731,1,0,   ,87085,0.0
9114,H9179,2014,1.0,1,Not Painted,Fenced,no garden,rural area,330,2,2002,2,66136,0.0
9485,H918,2012,1.0,1,Not Painted,Not Fenced,Has garden,urban area,739,4,0,   ,75119,0.0
9115,H9180,2015,0.504109589,1,Not Painted,Fenced,no garden,rural area,330,2,2002,2,66136,0.0
8714,H9185,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,300,3,0,   ,54395,0.0
8240,H919,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1824,1,1960,   ,27448,0.0
8409,H9193,2016,1.0,1,Not Painted,Fenced,no garden,rural area,3106,2,2000,5,34301,0.0
7838,H9194,2013,1.0,1,Painted,Not Fenced,Has garden,urban area,1540,2,0,   ,13204,0.0
8566,H9197,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,350,2,0,   ,40901,0.0
8071,H9198,2015,1.0,1,Painted,Not Fenced,Has garden,urban area,150,2,0,   ,13210,0.0
8110,H9199,2013,1.0,1,Not Painted,Not Fenced,Has garden,urban area,800,2,0,   ,13986,0.0
9189,H92,2015,0.731506849,0,Not Painted,Fenced,no garden,rural area,1300,2,1961,5,69266,0.0
8241,H920,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1824,1,1960,   ,27448,0.0
8082,H9200,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,200,2,0,   ,13212,0.0
8083,H9201,2014,1.0,1,Painted,Not Fenced,Has garden,urban area,200,2,0,   ,13212,0.0
7968,H9202,2013,1.0,1,Painted,Not Fenced,Has garden,urban area,500,2,0,   ,13206,0.0
8364,H9203,2013,0.084931507,1,Not Painted,Fenced,no garden,rural area,410,3,1960,6,33063,0.0
7524,H9206,2012,0.868852459,1,Not Painted,Not Fenced,Has garden,urban area,600,4,1988,   ,6088,0.0
7525,H9207,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,2600,4,0,   ,6088,0.0
7435,H9208,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,800,4,1960,   ,6083,0.0
8053,H9209,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,700,2,1960,   ,13209,0.0
8335,H921,2013,0.246575342,0,Not Painted,Not Fenced,Has garden,urban area,2160,2,0,   ,31555,0.0
7913,H9210,2016,1.0,1,Not Painted,Fenced,no garden,rural area,750,2,1950,5,13205,0.0
7759,H9212,2016,0.99726776,1,Not Painted,Not Fenced,Has garden,urban area,1900,2,1960,   ,13201,0.0
7810,H9213,2012,1.0,1,Not Painted,Not Fenced,Has garden,urban area,860,2,1960,   ,13203,0.0
7839,H9215,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,250,2,1960,   ,13204,0.0
7840,H9216,2013,1.0,1,Painted,Not Fenced,Has garden,urban area,250,2,1960,   ,13204,0.0
7841,H9217,2015,1.0,1,Painted,Not Fenced,Has garden,urban area,250,2,1960,   ,13204,0.0
7760,H9219,2013,1.0,1,Painted,Not Fenced,Has garden,urban area,350,2,1960,   ,13201,0.0
9834,H922,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,756,1,1960,   ,87011,0.0
7761,H9220,2015,1.0,1,Painted,Not Fenced,Has garden,urban area,350,2,1960,   ,13201,0.0
8365,H9225,2013,1.0,1,Painted,Not Fenced,Has garden,urban area,236,3,0,   ,33063,0.0
9311,H924,2014,1.0,0,Not Painted,Fenced,no garden,rural area,2712,1,1997,5,74190,0.0
8800,H9243,2013,1.0,1,Painted,Not Fenced,Has garden,urban area,680,2,0,   ,59295,0.0
8801,H9244,2013,1.0,1,Painted,Not Fenced,Has garden,urban area,1920,2,0,   ,59295,0.0
8802,H9245,2013,1.0,1,Painted,Not Fenced,Has garden,urban area,3800,2,0,   ,59295,0.0
8803,H9246,2013,1.0,1,Painted,Not Fenced,Has garden,urban area,804,2,0,   ,59295,0.0
8804,H9247,2014,0.334246575,1,Painted,Not Fenced,Has garden,urban area,804,2,0,   ,59295,0.0
8805,H9248,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,870,2,0,   ,59295,0.0
8806,H9249,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,2160,2,0,   ,59295,0.0
8807,H9251,2014,0.687671233,1,Painted,Not Fenced,Has garden,urban area,500,2,0,   ,59295,0.0
8808,H9254,2012,0.0,1,Painted,Not Fenced,Has garden,urban area,1005,2,0,   ,59295,0.0
8809,H9255,2014,0.0,1,Painted,Not Fenced,Has garden,urban area,1005,2,0,   ,59295,0.0
8810,H9256,2013,0.421917808,1,Painted,Not Fenced,Has garden,urban area,770,2,0,   ,59295,0.0
9219,H9257,2013,1.0,1,Not Painted,Fenced,no garden,rural area,725,1,1980,4,72181,0.0
